id,name,email,geography,employment_type,loan_purpose,loan_amount,monthly_income,outstanding_balance,tenure_months
09823c28-bba8-49ae-86ab-86fb96b34fd1,Anita Richard,ryanmorales@example.org,Europe,Part-time,Business,200531,6877.416666666667,160424.80000000002,24
35b0fb17-48cc-4808-966d-f1e97c2a1006,Eric Morgan,kimberly18@example.net,Africa,Part-time,Auto,62454,9220.0,49963.200000000004,60
305108d2-3c6b-410d-8cb5-dc8904bb5e78,Jordan Bullock,michael23@example.org,South America,Salaried,Other,121038,9523.416666666666,96830.40000000001,60
17c4f4d7-f0c3-49a1-b457-ea18d10b7592,Craig Morrison,thompsonkendra@example.com,Africa,Self-Employed,Other,158257,7931.5,126605.6,36
5305ab03-139b-4077-af07-5af910436cbd,Justin Riley,michelle52@example.com,North America,Self-Employed,Home,199916,5075.583333333333,159932.80000000002,12
9119b096-5b31-46e9-9f59-4204f7f014b9,Jeremy Turner,brittany58@example.org,North America,Unemployed,Education,217583,6167.0,174066.40000000002,36
73bbec9b-e4aa-4c04-8b4c-2cbd3e6aa9ba,Jesse Brown,chase19@example.net,South America,Part-time,Home,189219,9156.333333333334,151375.2,36
93a5a840-eb0e-4837-b916-b8157930362a,Julie Spencer,colelisa@example.net,Europe,Self-Employed,Other,197712,9593.25,158169.6,48
51d7acbf-c40b-4bf8-987f-d7f9c2973fb4,Larry Mason,hayeslisa@example.com,Europe,Part-time,Home,240783,3747.75,192626.40000000002,24
e051fb40-2872-4a70-b9c7-b952f87244d3,Mrs. Maria Williams,hritter@example.net,North America,Part-time,Home,151221,6319.583333333333,120976.8,12
267bdcf3-9e43-4f6b-9948-2aaa8f847dfe,Helen Hardin,vortiz@example.net,North America,Part-time,Auto,238963,11523.666666666666,191170.40000000002,24
ddc4c878-37fb-4b1d-9732-fcf5fac44b49,Rachel Holland,riveraangela@example.com,Africa,Unemployed,Home,191998,7315.833333333333,153598.4,24
2a649036-c9f9-484f-a247-7d67eaf1e54d,Nathaniel Douglas,mathewaguilar@example.org,Asia,Unemployed,Auto,207681,2558.5,166144.80000000002,36
45719448-88b6-4d23-a63f-7480cd414a00,Emily Douglas,tanderson@example.org,Asia,Unemployed,Auto,102339,3825.1666666666665,81871.20000000001,24
89e19a13-0105-4942-a5e3-c5524dd8590c,James Conner,elizabethcalderon@example.net,North America,Part-time,Home,18202,11968.666666666666,14561.6,24
fb7ccbdf-6b6b-41eb-93ac-7882594687bb,Susan Davis DDS,andrew42@example.org,Africa,Salaried,Business,68761,4897.75,55008.8,12
601f0477-b168-4b25-b7a7-941513b91efb,Ralph Lee,ericphillips@example.org,Asia,Unemployed,Auto,236326,12487.083333333334,189060.80000000002,12
f31e699d-1400-4b80-a283-288c0c82c0e2,Kimberly Rodgers,stanleynancy@example.net,North America,Part-time,Home,18907,6836.166666666667,15125.6,60
d441d668-7916-4e8e-9b2d-4d3f32c6b9a2,James Martin,jenniferwilliams@example.com,Africa,Self-Employed,Home,26343,7493.083333333333,21074.4,60
131ca74d-5a31-4ab6-a4b7-395128e49460,Cynthia Wallace,karen73@example.net,Asia,Self-Employed,Business,96670,5009.333333333333,77336.0,24
baa03609-9428-4fd7-8fe0-659692916c5a,Vincent Mueller,michealvalentine@example.com,South America,Part-time,Auto,213901,3170.0833333333335,171120.80000000002,24
625cca5a-b63a-4009-9b1a-3fc01138d886,Douglas Reyes,mburch@example.net,Asia,Salaried,Auto,194776,2432.4166666666665,155820.80000000002,12
b5e1da22-3929-41bd-a704-ace54af03719,David Davidson,angela18@example.org,Asia,Self-Employed,Other,89520,7531.75,71616.0,12
c9607237-bc64-4eba-ba47-e01e203dbd3d,Phillip Nelson,mariahdavis@example.org,Africa,Self-Employed,Education,164910,10877.416666666666,131928.0,24
78fbd744-6163-4664-b836-de8f313c3cd3,Stacey Arias,gbrown@example.com,Asia,Part-time,Education,76450,9389.0,61160.0,36
63e4e122-aa22-4d08-9fd0-557c1630a2d9,Zachary Brooks,florescory@example.net,Asia,Part-time,Home,93335,11713.083333333334,74668.0,60
a722d1e0-e3fd-43ae-a9f5-6c9cd97b2f6c,Raven Taylor,samantha72@example.net,Europe,Salaried,Education,159499,3960.4166666666665,127599.20000000001,24
752516ea-5ac7-4032-88a6-889ec19850a2,Luis Bullock,scottmary@example.net,Africa,Unemployed,Auto,204226,3407.9166666666665,163380.80000000002,60
6ea7f580-95ed-44fc-9fc8-347ce3577c87,Lisa Henderson,john10@example.org,South America,Unemployed,Business,190426,10604.833333333334,152340.80000000002,60
5a10b49a-f6e7-4389-aff7-06b566eed8ba,Riley Bryant,copelandvincent@example.net,South America,Salaried,Auto,33140,9724.166666666666,26512.0,48
a40b2824-c01c-470f-af95-e90e5802f06d,Jose Allen,kellysmith@example.com,South America,Self-Employed,Auto,128118,5738.916666666667,102494.40000000001,24
b3f6508d-a7d2-4159-b9aa-d2a3683bd3ac,Jason Beck,millsmichael@example.net,North America,Self-Employed,Education,188830,4529.5,151064.0,24
ac31219e-11c5-4d32-9c07-e1c7456001d6,Rachel Romero,myerstheodore@example.net,Africa,Self-Employed,Auto,178000,3268.0,142400.0,12
75f8cac3-cf57-42b6-93f4-55451b2879eb,James Burgess,kristina53@example.net,Africa,Salaried,Other,44457,1960.8333333333333,35565.6,60
f645ddf7-50e3-4499-9d02-3c54b4b5d5f8,Ashley Perkins,dennis58@example.com,North America,Unemployed,Home,51090,7561.333333333333,40872.0,12
fa90976f-cd3d-4a54-8650-ef09ba7925a8,Carrie Maxwell,epollard@example.net,Europe,Unemployed,Other,133005,8706.416666666666,106404.0,60
0d9579ed-36d8-4548-ae71-86b9ad288f45,Chad Baldwin,mjohnson@example.org,North America,Salaried,Business,7916,4471.5,6332.8,12
41cfde0b-62e3-4d19-b59d-d0fe5dc44699,Stacey Stewart,zachary87@example.com,North America,Salaried,Home,74977,5518.0,59981.600000000006,48
121f04ad-c65b-464d-9e5f-59943199a25d,Matthew Mitchell,glennmartin@example.org,Asia,Self-Employed,Other,103006,9828.416666666666,82404.8,60
449f40d8-392d-4907-b994-e312b203a5e1,Jessica Ross,ykline@example.com,North America,Part-time,Business,212402,3030.0,169921.6,60
17b62747-5be8-4212-8e07-fe74aa9db46a,Kathleen Jimenez,laurie61@example.com,South America,Self-Employed,Business,163528,10453.416666666666,130822.40000000001,12
ddd1105c-bef0-4ea2-9573-0541e94803dc,Samantha Gardner,curtis54@example.com,Europe,Unemployed,Home,128510,4384.916666666667,102808.0,24
f6946a21-fb36-4d8d-a3c7-f5ef34804071,Mitchell Jackson,cbell@example.net,Asia,Unemployed,Business,133353,2099.1666666666665,106682.40000000001,24
e79c927b-b9a6-41e8-ba50-b7f38430af30,Heather Bolton,danielle01@example.net,South America,Unemployed,Home,62171,1954.0833333333333,49736.8,12
29289283-13c6-415b-8915-53a93a0f7503,Heidi Owen,stephaniethomas@example.net,South America,Self-Employed,Home,89315,11532.75,71452.0,24
17a65c34-5fe0-4693-8835-a08afdf62536,Jessica Martinez,kimberlydiaz@example.com,Asia,Salaried,Business,87273,11950.083333333334,69818.40000000001,24
5a5964e6-b541-4961-9911-37b6cfd2f6ed,Amanda Hernandez,xrush@example.com,South America,Part-time,Business,163826,4077.9166666666665,131060.8,12
0478732d-3357-45cd-a5a1-bf342aa5a19d,Laura Moreno,redwards@example.org,Africa,Part-time,Other,232185,3172.0,185748.0,24
fba04398-4268-4e34-a72a-4b9b44aa8d59,Allison Lopez,hmcintyre@example.com,Africa,Unemployed,Education,131348,4623.833333333333,105078.40000000001,60
10ddb304-18a3-4b26-8bf2-359124f92f52,Michele Lewis,heather73@example.org,Africa,Self-Employed,Auto,224997,5241.333333333333,179997.6,48
952026de-f665-45e3-933d-2d17b8db2239,Benjamin Thompson,zosborn@example.net,Europe,Part-time,Auto,220660,7509.333333333333,176528.0,12
8822144e-8c56-49fb-9b1e-6b1dfe33b94f,Victoria Contreras,piercekelly@example.com,Asia,Part-time,Education,218992,10745.333333333334,175193.6,12
61a95dbd-5528-4fa9-b9ce-e33bad6252f5,Michelle Ho,laurahicks@example.org,South America,Self-Employed,Education,29024,10295.5,23219.2,48
4ce22e13-9c83-439c-ae80-459aa01e7823,Dr. Cynthia Snyder,angela57@example.net,North America,Part-time,Other,116926,1535.4166666666667,93540.8,36
7e9f64a3-f0f4-476c-9d42-081e1dbbb202,Stephen Jones,ukey@example.com,Africa,Self-Employed,Education,213492,4170.916666666667,170793.6,36
2e7a9acc-ff63-40c4-b598-a1ce6cd44989,Patricia Morrow,martinezlogan@example.org,Europe,Salaried,Other,56359,2190.0,45087.200000000004,24
118e4ad9-11fd-4009-8917-6a4b6c1d3ced,Michael Cooper,katrinaanderson@example.net,South America,Salaried,Home,154105,6992.916666666667,123284.0,36
3a314616-3e53-4000-8714-eaf29257e5b7,Amy Martinez,kevinmartin@example.net,Europe,Part-time,Auto,81214,9349.083333333334,64971.200000000004,36
63a88e9b-6836-4ca5-9b33-2f045bab21dc,Travis Stone,meghan43@example.net,Africa,Salaried,Education,65158,7955.833333333333,52126.4,60
4534e8a5-a690-4d95-9c7e-b1ec359a136d,Denise Weber,shawgary@example.net,Europe,Self-Employed,Auto,190150,4874.583333333333,152120.0,36
37bbe1de-f0d7-4a53-a2d5-c063c14d2568,Matthew Le,megan90@example.org,South America,Part-time,Other,192577,10266.75,154061.6,36
33dfb646-1f52-4a4f-a9be-9e990033921e,Travis Wise,debra96@example.net,North America,Self-Employed,Education,142102,5573.0,113681.6,48
dc2d450d-ae05-46bb-a60d-a357459c0532,Kathleen Burton,dawn47@example.org,North America,Salaried,Business,189780,11317.5,151824.0,48
14fe11a9-1e5d-4475-b02a-9c5ce5bc499e,Melinda Evans,barkereric@example.com,South America,Salaried,Business,83794,5894.333333333333,67035.2,48
e2f5b898-c52b-4809-a269-0d6cca3c77d8,Mr. Lawrence Edwards,jessica56@example.org,South America,Unemployed,Business,64541,10376.833333333334,51632.8,12
7b549f9f-999b-4815-9213-e69a01ee27da,Kayla Rodriguez,stevenadams@example.org,North America,Unemployed,Education,104145,3723.25,83316.0,24
973bfa15-1a10-457b-abff-a0b9584a5d5d,Anthony Dougherty,kwright@example.com,North America,Part-time,Home,125914,9454.333333333334,100731.20000000001,60
58cfe277-227e-4100-aae9-af81056bbf11,Michelle Lee,tyronerobertson@example.com,North America,Salaried,Auto,126167,6636.583333333333,100933.6,12
6b0d490a-f1eb-406e-86df-041192d8659b,Kathleen Davis,pwagner@example.org,Europe,Part-time,Business,176255,4241.916666666667,141004.0,48
cf3a9efa-4074-482d-b722-187dd628d8b9,Amber Campbell,amitchell@example.org,Europe,Salaried,Auto,82670,4053.75,66136.0,60
f59113b6-6e03-4daa-992a-40e5193ee6e8,Stephen Luna,zdiaz@example.org,North America,Unemployed,Other,32545,3365.3333333333335,26036.0,36
9aa85b90-e8af-42e8-9bf4-82b9c8fa5ade,Chloe Tran,hughesshannon@example.net,Asia,Self-Employed,Other,59336,5269.666666666667,47468.8,60
7b46de89-967e-45e3-8257-04b58ec51bf6,William Becker,andersoncolin@example.com,Europe,Unemployed,Education,23704,7334.25,18963.2,48
27e60a75-363f-4417-8179-ae74dd9b9831,Gina Mcmillan,jameshicks@example.net,Africa,Unemployed,Business,25254,1894.25,20203.2,12
bce13fb6-2e0d-40b8-96a6-1f0f414d1843,Andrew Reeves,jstone@example.net,South America,Self-Employed,Education,78978,11412.416666666666,63182.4,36
00944957-079e-463f-b6df-319535133bd1,Brenda Velazquez,francisco94@example.net,Asia,Part-time,Business,147793,11096.5,118234.40000000001,48
0cdb1a11-2c13-4208-91b6-ecc9204b5ddc,Ronald Patel,thomas05@example.com,Africa,Unemployed,Business,19408,3709.9166666666665,15526.400000000001,48
c6e417a7-3bc3-4a3b-b45d-b19be546b00e,Veronica Silva,carlsonjoseph@example.net,Asia,Self-Employed,Business,182420,2509.9166666666665,145936.0,48
1837bb9f-9dfa-4849-b3ca-efe3473b81c3,Paula Lane,silvageorge@example.net,Africa,Unemployed,Home,63177,3442.8333333333335,50541.600000000006,36
283e3101-8a4f-46d7-a3ed-30ed64274307,Patricia James,anthonyvaughan@example.org,Asia,Self-Employed,Business,199620,9606.083333333334,159696.0,60
5dbd92e7-c24b-4e1f-a3ca-8ca6b060dbda,Jeremy Barnes,avaughn@example.net,North America,Unemployed,Home,158888,8447.166666666666,127110.40000000001,24
1f2382ec-4913-444a-8c18-b7a8df24a122,Tami Salas,thorntonapril@example.net,Asia,Unemployed,Education,33183,5788.416666666667,26546.4,12
8e347c51-fc23-4b69-926e-50bde1d68aa4,Matthew Fox,sue78@example.com,Africa,Salaried,Auto,107955,9151.333333333334,86364.0,48
ad343a27-b3db-43de-a6fe-8d6428749570,Megan Dillon,chelsea33@example.com,South America,Self-Employed,Business,52107,2770.0,41685.600000000006,60
8cb3e08e-eb70-4900-b011-ba23bda793d0,Courtney Dudley,kellie37@example.com,South America,Unemployed,Education,170014,1724.5,136011.2,60
faf1e05e-0a72-4b9d-9906-6c2ee9009472,Justin Michael,keith98@example.com,Africa,Unemployed,Business,217384,6304.916666666667,173907.2,60
6043923b-58f4-4cf8-ab61-7c2be6fa5905,Jennifer Reed,kellyroberts@example.net,Asia,Self-Employed,Business,151293,10437.333333333334,121034.40000000001,24
cd0cf846-6a08-46bf-8959-455b53736c7d,Thomas Douglas,ilewis@example.com,Asia,Unemployed,Other,139635,7755.333333333333,111708.0,12
7fe007bc-2ba2-47b6-9f02-1b3000392e5e,Melissa Taylor,johnsantiago@example.net,Europe,Self-Employed,Other,224374,9437.75,179499.2,36
61d7d6a8-978e-44a0-9ff1-edb3e70544ed,David Garcia,jennifer12@example.org,Asia,Part-time,Other,165322,5980.0,132257.6,12
bbbb89f5-5bfa-4176-a12d-1d9b4b245317,Vanessa Moore,mwoods@example.com,Asia,Salaried,Home,231541,4901.583333333333,185232.80000000002,48
c9b2bd34-ba4d-4a14-830f-0d6acab5d3f7,Matthew Velez,pearsonjesse@example.net,South America,Unemployed,Business,209849,9936.166666666666,167879.2,24
492ccb98-5fc5-4e89-8e46-ecb0494c135a,Taylor Gentry,robertmonroe@example.org,South America,Self-Employed,Home,23426,1816.3333333333333,18740.8,36
8c57bb76-9f58-4aea-9902-61558225bcf9,Jennifer Simpson DVM,nancy04@example.net,Africa,Unemployed,Home,38178,12382.0,30542.4,48
2ed907d7-dd08-4793-b06d-1f3920b7fbf7,Tanya Rogers,ihays@example.net,Europe,Part-time,Home,76459,8390.0,61167.200000000004,48
08d8c5d6-7c64-493c-929a-4deb3a5d4a85,Todd Rosales MD,lisarivera@example.net,Africa,Unemployed,Home,36285,2044.8333333333333,29028.0,48
99892431-02b3-44f2-8dd8-f8b785affd61,David Lopez,krystal93@example.org,South America,Unemployed,Education,92558,2727.5,74046.40000000001,12
635b335c-aa36-4b0c-b097-8e4a3964caab,Margaret Sullivan,frobertson@example.com,North America,Part-time,Other,249177,8567.25,199341.6,48
98402520-de38-48b1-a0bd-4887dea33c8a,Cathy Taylor,shari04@example.com,North America,Self-Employed,Auto,69960,11772.5,55968.0,60
af3bea95-1ad9-4d38-9745-17c07ca7f763,Paul Finley,brandi90@example.com,Africa,Unemployed,Auto,86149,1630.6666666666667,68919.2,12
fdbc0e0e-5a88-45ee-a5c4-028d7d78e820,Melissa Brown,marshallerik@example.net,North America,Salaried,Business,34760,2794.9166666666665,27808.0,60
e1c189f6-bd8e-456b-a5e5-40b923c97531,Stephanie Padilla,hannah45@example.net,North America,Part-time,Business,83560,6489.583333333333,66848.0,24
4f3d34f5-1b69-461c-bd95-90df52477bde,Tyler Mendoza,madkins@example.com,South America,Salaried,Other,245222,5919.916666666667,196177.6,36
2537cbda-2894-4059-9cde-0718a131903a,Joshua Ruiz,kathleenbecker@example.net,South America,Part-time,Business,246266,4060.5,197012.80000000002,24
a5e1f6f2-3ab8-4cfc-a2e0-c1a9b5803d23,Angela Griffin,christian91@example.org,South America,Part-time,Other,150458,11023.333333333334,120366.40000000001,48
4c97b70f-dae8-47a1-9cca-43a5d31e7481,Stephanie Harris,franklinbond@example.com,Africa,Self-Employed,Education,245507,8159.833333333333,196405.6,36
4c06745c-f409-4b8b-82b4-f82e9a7b29dd,Daniel Aguilar,nolansean@example.org,Asia,Self-Employed,Business,40778,9056.583333333334,32622.4,36
bd080d57-dfd2-4ae0-a419-83ba3294ea03,Jose Bryant,hansenemily@example.com,North America,Part-time,Education,9049,3674.8333333333335,7239.200000000001,24
dfabd9b2-8d91-45c4-94e1-9609e26de6d8,Jennifer Velasquez,bethwilliams@example.com,Africa,Unemployed,Other,33870,6760.5,27096.0,36
2fb421a7-40a9-44fd-aaac-1db633f9c68b,Kimberly Brown,andersenthomas@example.com,Asia,Self-Employed,Auto,70304,1628.25,56243.200000000004,60
da5f0a9f-f7c0-4f83-8400-71a2e173c2e0,Randy Cannon,ybrooks@example.com,North America,Unemployed,Education,55157,2459.9166666666665,44125.600000000006,24
d909ef67-870c-4f76-adbf-72ef35e93158,Susan Bennett,desireebailey@example.org,Europe,Self-Employed,Auto,119215,1815.25,95372.0,36
834d165a-f5f6-4ed0-847e-a6084929385c,Jenna Anderson DVM,avilatiffany@example.com,Europe,Unemployed,Business,43640,3356.0,34912.0,36
e7a2b16f-f62d-4bb9-ba55-71ca7991804d,Kimberly Patel,johnreed@example.com,Europe,Unemployed,Other,55448,3366.0,44358.4,12
d490ab20-a4fe-4fbd-9a68-f3542dffb486,Shaun Cannon,pachecorobert@example.org,Europe,Salaried,Home,221215,4983.083333333333,176972.0,48
86f4b3e7-8fc3-4822-b265-5ef54290fd38,Austin Wheeler,tharper@example.org,South America,Part-time,Business,119458,6938.666666666667,95566.40000000001,60
ea21e275-aaba-49cc-92d8-62e973be9841,Andrew Gonzales,karenparsons@example.org,Europe,Unemployed,Other,23310,1327.0833333333333,18648.0,12
90e628ea-d0fd-4c3d-9f1d-0c4eef6b810a,Donna Cabrera,barbara53@example.com,Africa,Self-Employed,Other,19000,8150.75,15200.0,12
45bc8d57-b122-40a4-a6e7-b698c0c357cf,Victoria Boyd,dturner@example.net,Europe,Self-Employed,Education,108781,7995.75,87024.8,48
4050d316-15bc-4f9b-ac74-70a35a12b6f6,Sheryl Buck,dpeters@example.com,Europe,Part-time,Auto,44529,6939.083333333333,35623.200000000004,48
5ea3aa44-a1f8-43ea-8768-4bf39cc803ad,Megan Floyd,heather62@example.com,North America,Part-time,Auto,105098,8153.916666666667,84078.40000000001,60
0a7c58fa-a76a-4f20-8931-cd9dff5be69a,Paul Wells,kevinzimmerman@example.com,Asia,Part-time,Other,20674,11471.916666666666,16539.2,36
1da55d35-1eb5-42a6-a2bf-df935c031f21,Kristina Faulkner,paulscott@example.com,Asia,Part-time,Auto,142506,3672.5833333333335,114004.8,36
81afefaf-4975-466d-9ee2-deb05a9a3352,Tammy Boone,nicholsmaria@example.org,Asia,Salaried,Other,106475,11386.583333333334,85180.0,36
8a37bf19-094d-4f1b-9855-892d6342c718,Michael Morrison,lopezkathleen@example.net,South America,Salaried,Business,208948,6234.25,167158.40000000002,48
bd3ee3e3-c4e6-4c1b-9ee5-4ad3921561fc,Claire Clark,kevin03@example.org,Europe,Unemployed,Auto,35378,9849.833333333334,28302.4,48
62f003c6-c5bf-47c7-a4f6-43670b56a2ab,Autumn Key,srocha@example.net,North America,Salaried,Other,34108,3230.1666666666665,27286.4,36
7a891a5f-b724-44d4-807d-97ba22393943,Jennifer Allen,kimberly67@example.net,Europe,Salaried,Education,121465,12284.916666666666,97172.0,36
3275f884-7703-42fb-b9e8-b9f2ec789a36,Elizabeth Ward,zowens@example.net,Africa,Unemployed,Education,158948,11876.75,127158.40000000001,24
845fb846-15b4-4ec7-85d8-b9b8e115b95c,Ryan Rocha,lawrence09@example.org,Europe,Part-time,Business,168575,7638.833333333333,134860.0,48
f9242144-0225-426d-a040-4f31315e9eb7,Alexis Tran,mphillips@example.com,Europe,Salaried,Business,230714,7222.25,184571.2,60
5544dc01-57de-44bf-985e-6b5b1e5685b9,Kelly Sanchez,jonathan77@example.com,Europe,Salaried,Education,248646,6972.75,198916.80000000002,36
703bf879-5cb6-493a-9d8b-b261bbe646a4,Robert Jackson,iwhite@example.net,Europe,Unemployed,Education,208130,3293.0,166504.0,60
36516f99-7a37-40bc-a727-eead4c3b20a9,Kelly Combs,landryelizabeth@example.org,North America,Self-Employed,Auto,192788,9021.833333333334,154230.4,24
79943e2c-62b3-4080-be71-43afe1eb9474,Ryan Hall,albertwagner@example.com,South America,Part-time,Business,10194,9480.833333333334,8155.200000000001,60
3ea6ce6e-4d91-42fa-a1e6-74a213f56bf1,Mark Peck,bhopkins@example.org,North America,Part-time,Other,210538,5383.25,168430.40000000002,36
a5988aa0-9bc0-4160-8f5e-480046ee6d83,Jennifer Smith,amanda40@example.net,North America,Salaried,Business,113319,3941.3333333333335,90655.20000000001,36
f5028d19-d01c-45e6-bc28-239aaa99a441,Megan Drake,danieldavis@example.org,South America,Unemployed,Auto,206251,12395.416666666666,165000.80000000002,60
66135087-f867-4886-98bc-1b96462d6e48,Manuel King,joseph61@example.com,Africa,Part-time,Other,67746,1384.75,54196.8,24
3f805904-0533-4941-bf9d-9f431ca710b7,Judy Sanchez,kevinclayton@example.org,Asia,Part-time,Education,219560,6329.333333333333,175648.0,12
e7dbf126-bfc8-4585-83d4-e9a159f915be,Shannon Malone,sullivannicholas@example.com,Africa,Salaried,Auto,172936,8064.5,138348.80000000002,12
6793cf6b-90ac-4b13-a378-35e14b54e011,Adam Jackson,pbruce@example.com,Africa,Salaried,Business,208868,3756.5,167094.40000000002,24
6b5120f9-034e-4fbf-9704-6d8db1fe76e6,Shannon Davis,hallrachel@example.net,Africa,Salaried,Auto,181897,1642.9166666666667,145517.6,36
b5bfd0e9-7683-4b5a-96ba-ec8689bdeaca,Karen Williams,cohenjuan@example.net,Asia,Self-Employed,Other,60102,7827.916666666667,48081.600000000006,24
850a7067-2676-4283-a48b-bcea29c1c4b7,Amanda Mcfarland,alexis39@example.org,Africa,Part-time,Business,248043,10276.166666666666,198434.40000000002,12
1a569a5d-70b2-4d53-82ba-76130d0e6afd,Michelle Sanders,evansanne@example.net,North America,Salaried,Business,249871,6497.75,199896.80000000002,12
49687eff-8ef0-4f3b-bc61-cc2b4d86bd5d,Jasmine Mosley,patrick21@example.net,Europe,Unemployed,Education,119707,7829.666666666667,95765.6,48
231db6c1-0e30-4425-8cc9-49b4e436478d,Haley Davis,marypeterson@example.net,South America,Part-time,Home,176638,1698.0,141310.4,36
28140006-8ecf-46c1-a1d2-de41526861c2,Jennifer Ayala,walterskristen@example.com,Europe,Salaried,Auto,36941,2526.8333333333335,29552.800000000003,36
56ca8912-3e28-4df4-b4c0-904faa2f5ce9,Henry Pugh MD,nmiller@example.com,North America,Unemployed,Business,65132,3811.6666666666665,52105.600000000006,12
65b63a38-8abc-46e3-bc22-f8e72d7ccafc,Michelle Miller,normanbowers@example.org,Asia,Part-time,Business,101131,5143.083333333333,80904.8,24
f9f5c327-5e9f-4be8-80e7-a83d614cfe1d,Emily Rodriguez,hahnsean@example.com,North America,Self-Employed,Home,54722,8187.5,43777.600000000006,36
0f0aae82-dc4c-4448-a609-46f6c88b46b0,Brandon Jordan,fgarcia@example.com,Europe,Self-Employed,Education,213103,8983.833333333334,170482.40000000002,12
c5326e50-2145-4693-a71f-503a9fbd8e94,Linda Mueller,asmith@example.com,Asia,Self-Employed,Auto,215651,3378.0,172520.80000000002,48
eaa4fbe8-a0b6-416d-a454-0f4efcab904d,Misty Hansen,ashleyjackson@example.com,North America,Part-time,Other,240058,6383.083333333333,192046.40000000002,60
9acec15e-4bc3-40a4-a1f2-799b47b4a785,Derrick Adams,bryanhamilton@example.com,Europe,Self-Employed,Business,52384,1514.3333333333333,41907.200000000004,12
72549c4b-8ae3-49f8-a259-99e8be49224a,Richard Ward,jennifersimpson@example.net,Asia,Unemployed,Education,246924,2196.0833333333335,197539.2,36
e8731bf5-1eae-4d88-b52c-5c30986246a3,Brian Torres,ncook@example.com,South America,Unemployed,Auto,67381,8507.416666666666,53904.8,60
2b04fc1b-3e9b-4106-8879-53e105718852,Erin Cook,kevinmorrison@example.net,Africa,Salaried,Auto,222782,10853.416666666666,178225.6,36
63697dc8-ee63-468a-b9fa-767d83991e3d,Ernest Oconnell,kelly79@example.org,Asia,Self-Employed,Home,194185,12201.25,155348.0,36
36a769ca-062a-4798-af70-9060aa2fa162,Douglas Hartman,daniel93@example.net,Asia,Part-time,Home,165087,4522.833333333333,132069.6,24
6e8a3606-5b58-4ecb-b640-59d6292d104d,Catherine Saunders MD,nhahn@example.com,Asia,Unemployed,Home,8855,3489.6666666666665,7084.0,12
7f56b15a-4f3c-4578-b2cb-12d2da32b97d,Sandra Jones,ichambers@example.net,Asia,Part-time,Business,10371,5375.75,8296.800000000001,36
909c36b8-fb34-4f8b-ad02-8020e6dc0cad,David Moore,emccormick@example.com,North America,Unemployed,Auto,127011,2106.25,101608.8,36
061c6fbf-4c94-44f8-b537-4cbd0c8039fb,Karen Morales DDS,ystephens@example.com,North America,Self-Employed,Business,81678,10622.25,65342.4,60
b33e7c40-5b6b-4b83-9680-2ba7ab8a2ee9,Robin Wheeler,rodriguezjohn@example.net,North America,Unemployed,Home,245353,6407.666666666667,196282.40000000002,36
781f4476-7c08-492b-b514-3a39790aff68,Matthew Williams,vrasmussen@example.com,North America,Part-time,Education,32655,9458.583333333334,26124.0,48
1f715bf7-811c-40bd-8b10-96da65d4c1f7,Brett Walker,seanmyers@example.net,Africa,Part-time,Auto,83101,8647.25,66480.8,48
0872121c-d053-431e-a190-5970e96b6852,Kathryn Cooper,webbkenneth@example.org,Africa,Unemployed,Other,45838,6213.416666666667,36670.4,48
3db65a68-1d1b-4f05-a900-df8625269d29,Todd Thomas,matthew38@example.com,Africa,Salaried,Other,100051,6549.833333333333,80040.8,12
7e2d362e-8abd-454a-a91c-a20c45ad69e2,Brent Bowen,tflores@example.org,Africa,Unemployed,Auto,212969,6195.833333333333,170375.2,12
97e4709e-40e6-417a-b86b-2280338a5754,Ashley Sweeney,byrdfrank@example.net,Europe,Self-Employed,Auto,189992,6185.416666666667,151993.6,12
e87fda66-15e7-4200-91c6-14dc5c3a34d9,Christopher Moore,omullen@example.com,Africa,Self-Employed,Auto,162766,9185.416666666666,130212.8,36
ae990e89-257c-4640-9568-745446c31e40,Charlotte Sandoval,njohnson@example.org,Europe,Part-time,Other,217450,6351.916666666667,173960.0,36
49af25b1-449e-4c58-aecc-dacaed4ca49a,Jeffrey Smith,jamiegoodwin@example.org,Europe,Part-time,Business,208596,1380.6666666666667,166876.80000000002,36
533f82cf-5d4c-4d3c-9178-b276eb889cf3,Rebecca Herrera,mark71@example.com,North America,Salaried,Business,203279,3097.0833333333335,162623.2,60
93088f1c-4939-4d0c-8f1c-7a78ab186e6b,Katherine Church,candice96@example.net,North America,Part-time,Education,91891,1508.1666666666667,73512.8,12
4eaa5cce-065a-4acf-a76f-dd7b3dc32ea5,Harold Ellis,lisamccarthy@example.com,North America,Unemployed,Other,12014,3469.3333333333335,9611.2,24
1e422a82-e288-4602-a4c1-f1b454b1a31f,Leslie Powers,david41@example.org,Asia,Part-time,Education,157287,6636.166666666667,125829.6,48
4c63e4c7-917e-44d5-8e33-7d5f507ea6dd,Charles Price,baileyhenderson@example.com,North America,Salaried,Home,140640,9163.166666666666,112512.0,12
9a609706-d72c-48d4-9da5-46afc435a5c7,Melissa Brewer,angelaburns@example.org,North America,Unemployed,Home,135017,6958.0,108013.6,60
f5cd0c1c-bccb-4524-b901-adb2c27136db,Ryan Harvey,stephanie72@example.org,Asia,Part-time,Education,110989,12332.583333333334,88791.20000000001,48
